Name,DateTime,MonthYear,Year,Month,Outcome Type,Animal Type,Breed,Age upon Outcome,Age Group,Period
Rocky,2018-01-07 16:43:00,01-2018,2018,January,Adoption,Dog,Australian Cattle Dog Mix,1 year,Young,Pre-COVID
*Maeby,2018-01-07 16:54:00,01-2018,2018,January,Adoption,Cat,Domestic Medium Hair Mix,8 months,Young,Pre-COVID
*Oliver,2018-01-07 16:54:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,8 months,Young,Pre-COVID
Unknown,2018-01-07 17:15:00,01-2018,2018,January,Adoption,Dog,Chihuahua Shorthair Mix,1 year,Young,Pre-COVID
Kitty Wells,2018-01-07 17:16:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,7 months,Young,Pre-COVID
*Snickers,2018-01-07 17:26:00,01-2018,2018,January,Adoption,Dog,Cairn Terrier Mix,2 months,Puppy/Kitten,Pre-COVID
Lacey,2018-01-07 17:30:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,10 years,Senior,Pre-COVID
Scoop,2018-01-07 17:40:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,5 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-07 17:54:00,01-2018,2018,January,Transfer,Cat,Domestic Medium Hair Mix,2 years,Adult,Pre-COVID
Ajax,2018-01-07 17:56:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,8 years,Senior,Pre-COVID
Rex,2018-01-07 17:56:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,3 years,Adult,Pre-COVID
*Barnaby,2018-01-07 18:05:00,01-2018,2018,January,Adoption,Dog,Chihuahua Shorthair Mix,2 years,Adult,Pre-COVID
Azul,2018-01-07 18:09:00,01-2018,2018,January,Adoption,Dog,Cairn Terrier Mix,2 months,Puppy/Kitten,Pre-COVID
Cleo,2018-01-07 18:14:00,01-2018,2018,January,Adoption,Dog,Black Mouth Cur Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-07 18:14:00,01-2018,2018,January,Adoption,Dog,Cairn Terrier Mix,2 months,Puppy/Kitten,Pre-COVID
*Sweettart,2018-01-07 18:20:00,01-2018,2018,January,Adoption,Dog,Cairn Terrier Mix,2 months,Puppy/Kitten,Pre-COVID
*Reeses,2018-01-07 18:43:00,01-2018,2018,January,Adoption,Dog,Cairn Terrier Mix,2 months,Puppy/Kitten,Pre-COVID
Giuliana,2018-01-07 18:51:00,01-2018,2018,January,Adoption,Dog,Vizsla/Labrador Retriever,3 months,Puppy/Kitten,Pre-COVID
Gizmo,2018-01-07 18:51:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,4 years,Adult,Pre-COVID
Finnigan,2018-01-07 19:04:00,01-2018,2018,January,Adoption,Dog,Beagle/Dachshund,5 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-08 10:39:06,01-2018,2018,January,Euthanasia,Dog,Dachshund Mix,10 years,Senior,Pre-COVID
Honey,2018-01-08 10:52:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 years,Adult,Pre-COVID
Osito,2018-01-08 11:26:00,01-2018,2018,January,Transfer,Dog,Chihuahua Longhair Mix,2 years,Adult,Pre-COVID
Sparky,2018-01-08 11:32:00,01-2018,2018,January,Return To Owner,Dog,Rat Terrier Mix,5 years,Adult,Pre-COVID
Sofi,2018-01-08 11:34:00,01-2018,2018,January,Return To Owner,Dog,Rat Terrier Mix,5 years,Adult,Pre-COVID
Red,2018-01-08 11:52:00,01-2018,2018,January,Return To Owner,Dog,Australian Cattle Dog Mix,4 years,Adult,Pre-COVID
*Patience,2018-01-08 12:08:00,01-2018,2018,January,Return To Owner,Dog,Jack Russell Terrier Mix,10 years,Senior,Pre-COVID
Koda,2018-01-08 12:29:57,01-2018,2018,January,Died,Dog,German Shepherd Mix,2 months,Puppy/Kitten,Pre-COVID
Lary,2018-01-08 12:51:00,01-2018,2018,January,Return To Owner,Dog,Catahoula Mix,1 year,Young,Pre-COVID
Rosa,2018-01-08 12:52:00,01-2018,2018,January,Return To Owner,Dog,Labrador Retriever,2 years,Adult,Pre-COVID
Sabrina,2018-01-08 13:30:00,01-2018,2018,January,Return To Owner,Dog,Pit Bull Mix,1 year,Young,Pre-COVID
Butterscotch,2018-01-08 14:19:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,3 months,Puppy/Kitten,Pre-COVID
Serenity,2018-01-08 15:19:00,01-2018,2018,January,Adoption,Dog,Standard Schnauzer Mix,8 years,Senior,Pre-COVID
Rigley,2018-01-08 15:49:00,01-2018,2018,January,Return To Owner,Dog,Labrador Retriever Mix,12 years,Senior,Pre-COVID
Chocolate,2018-01-08 16:00:00,01-2018,2018,January,Return To Owner,Dog,Chihuahua Shorthair Mix,10 years,Senior,Pre-COVID
Luna,2018-01-08 16:03:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,5 months,Puppy/Kitten,Pre-COVID
Molly,2018-01-08 16:16:00,01-2018,2018,January,Adoption,Dog,Staffordshire Mix,2 years,Adult,Pre-COVID
Maudie,2018-01-08 16:23:00,01-2018,2018,January,Euthanasia,Cat,Domestic Shorthair Mix,5 years,Adult,Pre-COVID
Grenas,2018-01-08 16:45:00,01-2018,2018,January,Adoption,Dog,Chihuahua Longhair/Cairn Terrier,3 years,Adult,Pre-COVID
Unknown,2018-01-08 16:48:00,01-2018,2018,January,Euthanasia,Dog,Labrador Retriever Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-08 16:55:00,01-2018,2018,January,Adoption,Dog,Anatol Shepherd Mix,2 months,Puppy/Kitten,Pre-COVID
Bleu,2018-01-08 17:13:00,01-2018,2018,January,Transfer,Cat,Domestic Shorthair Mix,2 years,Adult,Pre-COVID
Dallas,2018-01-08 17:26:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever Mix,1 year,Young,Pre-COVID
Unknown,2018-01-08 17:39:00,01-2018,2018,January,Adoption,Dog,Cairn Terrier Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-08 17:40:00,01-2018,2018,January,Adoption,Dog,Cairn Terrier Mix,2 months,Puppy/Kitten,Pre-COVID
*Sandy,2018-01-08 17:41:00,01-2018,2018,January,Adoption,Dog,German Shepherd Mix,2 years,Adult,Pre-COVID
Unknown,2018-01-08 17:49:00,01-2018,2018,January,Transfer,Cat,Domestic Medium Hair Mix,1 year,Young,Pre-COVID
Unknown,2018-01-08 17:50:00,01-2018,2018,January,Transfer,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
River,2018-01-08 17:50:00,01-2018,2018,January,Adoption,Dog,Australian Shepherd Mix,3 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-08 17:50:00,01-2018,2018,January,Transfer,Cat,Domestic Shorthair Mix,9 months,Young,Pre-COVID
Unknown,2018-01-08 17:50:00,01-2018,2018,January,Transfer,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Popcorn,2018-01-08 17:53:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Scout,2018-01-08 17:58:00,01-2018,2018,January,Adoption,Dog,Chihuahua Shorthair/Australian Terrier,7 months,Young,Pre-COVID
Everest,2018-01-08 18:06:00,01-2018,2018,January,Return To Owner,Dog,Beagle Mix,9 months,Young,Pre-COVID
Lola,2018-01-08 18:16:00,01-2018,2018,January,Return To Owner,Dog,Pit Bull Mix,2 years,Adult,Pre-COVID
Ignacio,2018-01-08 18:25:00,01-2018,2018,January,Adoption,Dog,Catahoula Mix,6 months,Young,Pre-COVID
Woodrow,2018-01-08 18:25:00,01-2018,2018,January,Adoption,Dog,Catahoula Mix,6 months,Young,Pre-COVID
Tinkerbell,2018-01-08 18:56:00,01-2018,2018,January,Adoption,Dog,Border Collie,2 months,Puppy/Kitten,Pre-COVID
Olive,2018-01-08 20:36:00,01-2018,2018,January,Adoption,Dog,Manchester Terrier Mix,4 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-09 08:48:00,01-2018,2018,January,Euthanasia,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
*North,2018-01-09 10:35:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever Mix,8 years,Senior,Pre-COVID
*Oliver,2018-01-09 11:31:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-09 11:35:00,01-2018,2018,January,Transfer,Dog,Shih Tzu Mix,2 years,Adult,Pre-COVID
Unknown,2018-01-09 12:27:00,01-2018,2018,January,Adoption,Cat,Siamese,7 years,Adult,Pre-COVID
Poofer Puffe,2018-01-09 12:51:00,01-2018,2018,January,Rto-Adopt,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Kristoff,2018-01-09 13:08:00,01-2018,2018,January,Return To Owner,Cat,Domestic Medium Hair Mix,7 months,Young,Pre-COVID
*Peggy,2018-01-09 14:31:00,01-2018,2018,January,Adoption,Cat,American Shorthair Mix,1 year,Young,Pre-COVID
Ben,2018-01-09 14:49:00,01-2018,2018,January,Adoption,Dog,Boxer Mix,1 year,Young,Pre-COVID
Unknown,2018-01-09 16:15:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
*Radish,2018-01-09 16:25:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
Wuschel,2018-01-09 16:35:00,01-2018,2018,January,Return To Owner,Dog,Maltese Mix,3 years,Adult,Pre-COVID
Westley,2018-01-09 16:41:00,01-2018,2018,January,Return To Owner,Dog,Labrador Retriever Mix,5 years,Adult,Pre-COVID
Scooby,2018-01-09 17:12:00,01-2018,2018,January,Return To Owner,Dog,Labrador Retriever Mix,3 years,Adult,Pre-COVID
Penelope,2018-01-09 17:43:00,01-2018,2018,January,Adoption,Cat,Domestic Medium Hair Mix,2 months,Puppy/Kitten,Pre-COVID
*Cambria,2018-01-09 17:46:00,01-2018,2018,January,Adoption,Dog,Pit Bull Mix,1 year,Young,Pre-COVID
Dobie,2018-01-09 17:52:00,01-2018,2018,January,Adoption,Dog,Pit Bull Mix,2 years,Adult,Pre-COVID
*Cupcake,2018-01-09 18:01:00,01-2018,2018,January,Adoption,Dog,Border Collie Mix,2 years,Adult,Pre-COVID
Lola Baby,2018-01-09 18:02:00,01-2018,2018,January,Adoption,Dog,Border Collie/German Shorthair Pointer,2 years,Adult,Pre-COVID
Mellow,2018-01-09 18:02:00,01-2018,2018,January,Rto-Adopt,Cat,Siamese Mix,4 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-09 18:12:00,01-2018,2018,January,Adoption,Dog,Chihuahua Shorthair Mix,2 years,Adult,Pre-COVID
Unknown,2018-01-09 18:22:51,01-2018,2018,January,Euthanasia,Dog,Pit Bull Mix,4 years,Adult,Pre-COVID
Stella,2018-01-09 18:38:00,01-2018,2018,January,Adoption,Dog,Alaskan Husky,2 years,Adult,Pre-COVID
Manchas,2018-01-10 00:00:00,01-2018,2018,January,Transfer,Dog,Bluetick Hound Mix,1 year,Young,Pre-COVID
Cash,2018-01-10 10:51:00,01-2018,2018,January,Transfer,Dog,Pit Bull Mix,2 years,Adult,Pre-COVID
Rocky,2018-01-10 10:52:00,01-2018,2018,January,Transfer,Dog,German Shepherd Mix,2 years,Adult,Pre-COVID
*Calvin,2018-01-10 10:52:00,01-2018,2018,January,Transfer,Dog,Anatol Shepherd Mix,3 years,Adult,Pre-COVID
Cisco,2018-01-10 10:52:00,01-2018,2018,January,Transfer,Dog,Catahoula Mix,3 years,Adult,Pre-COVID
*Odin,2018-01-10 10:52:00,01-2018,2018,January,Transfer,Dog,German Shepherd Mix,1 year,Young,Pre-COVID
Cheddar,2018-01-10 10:53:00,01-2018,2018,January,Transfer,Cat,Domestic Shorthair Mix,5 years,Adult,Pre-COVID
Unknown,2018-01-10 10:53:00,01-2018,2018,January,Transfer,Cat,Domestic Shorthair Mix,9 months,Young,Pre-COVID
Sputnik,2018-01-10 10:53:00,01-2018,2018,January,Transfer,Cat,Domestic Shorthair,11 years,Senior,Pre-COVID
Unknown,2018-01-10 10:53:00,01-2018,2018,January,Transfer,Cat,Domestic Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Coqueta,2018-01-10 11:00:00,01-2018,2018,January,Return To Owner,Dog,Chihuahua Shorthair Mix,10 years,Senior,Pre-COVID
Morocco,2018-01-10 11:02:00,01-2018,2018,January,Return To Owner,Dog,Labrador Retriever Mix,2 years,Adult,Pre-COVID
Ceeder,2018-01-10 12:50:00,01-2018,2018,January,Return To Owner,Dog,Labrador Retriever Mix,2 years,Adult,Pre-COVID
Bella,2018-01-10 12:53:00,01-2018,2018,January,Return To Owner,Dog,Miniature Schnauzer Mix,6 months,Young,Pre-COVID
Bailey,2018-01-10 13:30:00,01-2018,2018,January,Return To Owner,Dog,Pit Bull Mix,1 year,Young,Pre-COVID
*Matt,2018-01-10 14:55:00,01-2018,2018,January,Adoption,Dog,German Shepherd/Ibizan Hound,11 months,Young,Pre-COVID
Shadow,2018-01-10 15:11:00,01-2018,2018,January,Return To Owner,Dog,Pomeranian Mix,8 years,Senior,Pre-COVID
Blue,2018-01-10 15:27:00,01-2018,2018,January,Return To Owner,Dog,Pit Bull Mix,3 years,Adult,Pre-COVID
Penny,2018-01-10 16:25:00,01-2018,2018,January,Adoption,Dog,Border Collie Mix,2 months,Puppy/Kitten,Pre-COVID
*Baker,2018-01-10 16:44:00,01-2018,2018,January,Adoption,Dog,Toy Fox Terrier Mix,10 years,Senior,Pre-COVID
Unknown,2018-01-10 16:48:00,01-2018,2018,January,Adoption,Dog,Pit Bull Mix,6 months,Young,Pre-COVID
Benny,2018-01-10 16:52:00,01-2018,2018,January,Adoption,Dog,Pit Bull Mix,1 year,Young,Pre-COVID
Nigel,2018-01-10 17:19:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 years,Adult,Pre-COVID
Athena,2018-01-10 17:20:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever/Weimaraner,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-10 17:20:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever/Weimaraner,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-10 17:42:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever/Weimaraner,2 months,Puppy/Kitten,Pre-COVID
Penny,2018-01-10 18:04:00,01-2018,2018,January,Adoption,Dog,Dutch Shepherd/Plott Hound,2 months,Puppy/Kitten,Pre-COVID
Bruce,2018-01-10 18:20:00,01-2018,2018,January,Return To Owner,Dog,Pit Bull Mix,2 years,Adult,Pre-COVID
Thor,2018-01-10 18:29:00,01-2018,2018,January,Adoption,Dog,Australian Cattle Dog/German Shepherd,2 years,Adult,Pre-COVID
Charlie Blue,2018-01-10 18:45:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever/Weimaraner,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-10 19:06:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever Mix,4 months,Puppy/Kitten,Pre-COVID
Money,2018-01-10 21:36:00,01-2018,2018,January,Return To Owner,Dog,Pit Bull Mix,5 years,Adult,Pre-COVID
Petey,2018-01-11 00:00:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,5 years,Adult,Pre-COVID
Unknown,2018-01-11 09:01:00,01-2018,2018,January,Adoption,Dog,Cairn Terrier,2 years,Adult,Pre-COVID
Unknown,2018-01-11 09:01:00,01-2018,2018,January,Adoption,Dog,Cairn Terrier Mix,2 months,Puppy/Kitten,Pre-COVID
Wookie,2018-01-11 12:10:00,01-2018,2018,January,Transfer,Dog,Shih Tzu,8 months,Young,Pre-COVID
Rumple,2018-01-11 12:33:00,01-2018,2018,January,Rto-Adopt,Cat,Domestic Shorthair Mix,5 years,Adult,Pre-COVID
Nutty Buddy,2018-01-11 13:55:00,01-2018,2018,January,Rto-Adopt,Dog,Beagle Mix,8 years,Senior,Pre-COVID
Swisher,2018-01-11 14:03:00,01-2018,2018,January,Transfer,Dog,Boxer Mix,8 years,Senior,Pre-COVID
*Archie,2018-01-11 15:16:00,01-2018,2018,January,Transfer,Dog,Border Collie Mix,2 months,Puppy/Kitten,Pre-COVID
Rango,2018-01-11 15:17:00,01-2018,2018,January,Transfer,Dog,Australian Cattle Dog Mix,9 years,Senior,Pre-COVID
Butters,2018-01-11 15:18:00,01-2018,2018,January,Transfer,Dog,Miniature Poodle Mix,10 years,Senior,Pre-COVID
*Raven,2018-01-11 16:10:00,01-2018,2018,January,Adoption,Cat,Domestic Medium Hair Mix,11 months,Young,Pre-COVID
Unknown,2018-01-11 16:19:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-11 16:19:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-11 16:38:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-11 16:47:00,01-2018,2018,January,Transfer,Dog,Norwich Terrier Mix,2 years,Adult,Pre-COVID
Millie,2018-01-11 16:55:00,01-2018,2018,January,Adoption,Dog,German Shorthair Pointer Mix,4 months,Puppy/Kitten,Pre-COVID
Tiny,2018-01-11 16:57:00,01-2018,2018,January,Return To Owner,Dog,Chihuahua Longhair Mix,12 years,Senior,Pre-COVID
Shaolin,2018-01-11 17:17:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Frida Luna,2018-01-11 17:19:00,01-2018,2018,January,Adoption,Dog,Chihuahua Longhair Mix,8 months,Young,Pre-COVID
Cujo,2018-01-11 17:23:00,01-2018,2018,January,Return To Owner,Dog,Pit Bull Mix,8 months,Young,Pre-COVID
Unknown,2018-01-11 17:38:00,01-2018,2018,January,Adoption,Dog,German Shorthair Pointer Mix,4 months,Puppy/Kitten,Pre-COVID
Sasha,2018-01-11 17:47:00,01-2018,2018,January,Transfer,Cat,Siamese Mix,2 years,Adult,Pre-COVID
Unknown,2018-01-11 17:58:00,01-2018,2018,January,Adoption,Dog,Cardigan Welsh Corgi Mix,1 year,Young,Pre-COVID
Unknown,2018-01-11 18:14:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
Marley,2018-01-11 18:20:00,01-2018,2018,January,Return To Owner,Dog,Maltese Mix,8 months,Young,Pre-COVID
Missy,2018-01-11 18:20:00,01-2018,2018,January,Return To Owner,Cat,Domestic Shorthair Mix,7 months,Young,Pre-COVID
Unknown,2018-01-11 18:23:00,01-2018,2018,January,Adoption,Dog,Norfolk Terrier Mix,1 year,Young,Pre-COVID
Monty,2018-01-11 18:36:00,01-2018,2018,January,Return To Owner,Dog,Labrador Retriever/German Shepherd,2 years,Adult,Pre-COVID
Pyper,2018-01-11 18:44:00,01-2018,2018,January,Adoption,Dog,Rat Terrier Mix,2 years,Adult,Pre-COVID
Unknown,2018-01-11 18:52:00,01-2018,2018,January,Transfer,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
*Cobalt,2018-01-11 19:07:00,01-2018,2018,January,Return To Owner,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Cooper,2018-01-12 07:16:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-12 07:19:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever Mix,2 months,Puppy/Kitten,Pre-COVID
Kelly,2018-01-12 10:45:00,01-2018,2018,January,Return To Owner,Dog,Akita Mix,7 years,Adult,Pre-COVID
Rikka,2018-01-12 11:30:00,01-2018,2018,January,Return To Owner,Cat,Domestic Shorthair Mix,8 months,Young,Pre-COVID
Tyson,2018-01-12 11:33:00,01-2018,2018,January,Return To Owner,Dog,Pit Bull Mix,5 years,Adult,Pre-COVID
Patches,2018-01-12 11:38:00,01-2018,2018,January,Return To Owner,Cat,Domestic Shorthair Mix,16 years,Senior,Pre-COVID
*Manny,2018-01-12 11:42:00,01-2018,2018,January,Adoption,Cat,Domestic Medium Hair Mix,4 months,Puppy/Kitten,Pre-COVID
Madison,2018-01-12 11:51:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-12 12:59:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,3 years,Adult,Pre-COVID
Bella,2018-01-12 13:29:00,01-2018,2018,January,Return To Owner,Dog,Pomeranian Mix,5 years,Adult,Pre-COVID
Rose,2018-01-12 13:36:00,01-2018,2018,January,Return To Owner,Dog,Labrador Retriever Mix,1 year,Young,Pre-COVID
Shyla,2018-01-12 14:03:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
*Nutmeg,2018-01-12 14:17:00,01-2018,2018,January,Adoption,Dog,Pit Bull Mix,1 year,Young,Pre-COVID
Armani,2018-01-12 14:24:00,01-2018,2018,January,Transfer,Dog,Maltese Mix,1 year,Young,Pre-COVID
Doug,2018-01-12 14:35:00,01-2018,2018,January,Transfer,Dog,Labrador Retriever Mix,5 years,Adult,Pre-COVID
Lucy,2018-01-12 14:36:00,01-2018,2018,January,Return To Owner,Dog,Miniature Schnauzer Mix,7 years,Adult,Pre-COVID
Unknown,2018-01-12 14:39:00,01-2018,2018,January,Adoption,Dog,Boxer Mix,3 months,Puppy/Kitten,Pre-COVID
Tyson,2018-01-12 15:13:00,01-2018,2018,January,Transfer,Dog,Miniature Poodle Mix,10 years,Senior,Pre-COVID
Gary,2018-01-12 15:17:00,01-2018,2018,January,Adoption,Dog,Plott Hound Mix,10 months,Young,Pre-COVID
Unknown,2018-01-12 16:27:00,01-2018,2018,January,Transfer,Dog,Dachshund Mix,2 years,Adult,Pre-COVID
Unknown,2018-01-12 16:29:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,4 months,Puppy/Kitten,Pre-COVID
Clara,2018-01-12 16:36:00,01-2018,2018,January,Adoption,Dog,Chihuahua Shorthair Mix,5 years,Adult,Pre-COVID
Coco,2018-01-12 16:42:00,01-2018,2018,January,Return To Owner,Dog,Australian Cattle Dog Mix,10 years,Senior,Pre-COVID
Unknown,2018-01-12 16:48:00,01-2018,2018,January,Adoption,Dog,Chihuahua Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-12 17:03:00,01-2018,2018,January,Adoption,Dog,Border Collie Mix,2 months,Puppy/Kitten,Pre-COVID
Snowflake,2018-01-12 17:05:00,01-2018,2018,January,Adoption,Cat,Domestic Medium Hair Mix,18 years,Senior,Pre-COVID
Unknown,2018-01-12 17:06:00,01-2018,2018,January,Adoption,Dog,Border Collie Mix,2 months,Puppy/Kitten,Pre-COVID
Rey,2018-01-12 17:31:00,01-2018,2018,January,Adoption,Dog,Boxer Mix,9 months,Young,Pre-COVID
Unknown,2018-01-12 17:55:00,01-2018,2018,January,Adoption,Dog,Border Collie Mix,2 months,Puppy/Kitten,Pre-COVID
Sheba,2018-01-12 17:57:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,8 years,Senior,Pre-COVID
Cricket,2018-01-12 18:01:00,01-2018,2018,January,Return To Owner,Dog,Australian Kelpie/Pit Bull,5 years,Adult,Pre-COVID
Unknown,2018-01-12 18:02:00,01-2018,2018,January,Adoption,Dog,Cardigan Welsh Corgi Mix,2 years,Adult,Pre-COVID
Howard,2018-01-12 18:03:00,01-2018,2018,January,Return To Owner,Dog,Miniature Poodle Mix,4 years,Adult,Pre-COVID
Buddy,2018-01-12 18:04:00,01-2018,2018,January,Return To Owner,Dog,Labrador Retriever/Plott Hound,8 years,Senior,Pre-COVID
Unknown,2018-01-12 18:11:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever Mix,2 months,Puppy/Kitten,Pre-COVID
Unknown,2018-01-12 18:44:00,01-2018,2018,January,Adoption,Dog,Siberian Husky Mix,2 years,Adult,Pre-COVID
Lola,2018-01-13 12:06:00,01-2018,2018,January,Adoption,Dog,Chihuahua Shorthair Mix,2 years,Adult,Pre-COVID
Pecas,2018-01-13 12:09:00,01-2018,2018,January,Adoption,Dog,English Pointer/Boxer,1 year,Young,Pre-COVID
Trigger,2018-01-13 13:09:00,01-2018,2018,January,Adoption,Dog,Australian Cattle Dog Mix,7 years,Adult,Pre-COVID
Baxter,2018-01-13 13:41:00,01-2018,2018,January,Return To Owner,Dog,Chihuahua Shorthair Mix,10 months,Young,Pre-COVID
*Izy,2018-01-13 13:49:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,1 year,Young,Pre-COVID
Timon,2018-01-13 14:22:00,01-2018,2018,January,Return To Owner,Cat,Domestic Shorthair Mix,2 years,Adult,Pre-COVID
Luke,2018-01-13 14:23:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,5 months,Puppy/Kitten,Pre-COVID
Duke,2018-01-13 14:24:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,5 months,Puppy/Kitten,Pre-COVID
Zara,2018-01-13 14:40:00,01-2018,2018,January,Transfer,Dog,Boxer Mix,6 months,Young,Pre-COVID
Unknown,2018-01-13 15:20:00,01-2018,2018,January,Transfer,Dog,Dachshund Mix,5 years,Adult,Pre-COVID
Flaca Chica,2018-01-13 15:38:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever/Australian Kelpie,1 year,Young,Pre-COVID
Hank,2018-01-13 15:55:00,01-2018,2018,January,Adoption,Dog,Labrador Retriever Mix,3 years,Adult,Pre-COVID
*Henry,2018-01-13 15:56:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,3 months,Puppy/Kitten,Pre-COVID
*Abigail,2018-01-13 15:57:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,3 months,Puppy/Kitten,Pre-COVID
Izzy (Baby Girl),2018-01-13 16:05:00,01-2018,2018,January,Adoption,Dog,Chihuahua Shorthair Mix,3 years,Adult,Pre-COVID
Ash,2018-01-13 16:08:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,3 months,Puppy/Kitten,Pre-COVID
Audi,2018-01-13 16:15:00,01-2018,2018,January,Return To Owner,Dog,Siberian Husky Mix,1 year,Young,Pre-COVID
Duke,2018-01-13 16:27:00,01-2018,2018,January,Adoption,Dog,Collie Smooth/Boxer,5 years,Adult,Pre-COVID
Goldie,2018-01-13 16:33:00,01-2018,2018,January,Adoption,Dog,Pbgv Mix,8 months,Young,Pre-COVID
*Froggy,2018-01-13 16:34:00,01-2018,2018,January,Transfer,Dog,Pit Bull Mix,2 years,Adult,Pre-COVID
*Alvin,2018-01-13 16:43:00,01-2018,2018,January,Adoption,Cat,Domestic Shorthair Mix,2 months,Puppy/Kitten,Pre-COVID
